No_TableNo,ExptNo,ExptNo_norm,PM,Tsub,x,G_kg_m2s,G_Mlb_ft2h,LD,old86_member,policy_class,high_PM,deep_subcooled,scope_A_Gle4200,scope_B_Gle4200_LDge40,scope_C_B_xgtm020,scope_D_old86like_lowX,q_M_MWm2_result,q_P_MWm2,dq_ratio_pct_result,log_message,fit,resid,x_bin,LD_bin
2.01_10,2.01,2.01,1.2858764091406156,93.25734584317443,-0.03,2224.2172,1.64,80.0,False,B_main_x>-0.20,False,False,True,True,True,False,3.3438654,4.299797633201548,0.963540225351672,収束 (|dq_ratio|<1%)  (f_solver=0),1.2441398325320403,0.041736576608575326,-0.10<x<=0,80<=LD<120
20.01_10,20.01,20.01,1.1165611650523526,75.46157701295215,-0.026,3905.9424,2.88,80.0,True,B_main_x>-0.20,False,False,True,True,True,True,4.889614499999999,5.459553662776876,0.3848795453033805,収束 (|dq_ratio|<1%)  (f_solver=0),1.0507621021008873,0.06579906295146531,-0.10<x<=0,80<=LD<120
200.01_10,200.01,200.01,1.090984830660081,79.31866378958193,-0.027,3390.575,2.5,66.84491978609627,True,B_main_x>-0.20,False,False,True,True,True,True,5.299711199999999,5.781904526079334,-0.1793528182224258,収束 (|dq_ratio|<1%)  (f_solver=0),1.094722253767018,-0.0037374231069371433,-0.10<x<=0,60<=LD<70
201.01_10,201.01,201.01,1.696711804699104,122.21707720506936,-0.174,3404.1373,2.51,66.84491978609627,True,B_main_x>-0.20,False,False,True,True,True,True,5.8359915,9.901995670173632,0.1557716901061284,収束 (|dq_ratio|<1%)  (f_solver=0),1.5072736472877502,0.18943815741135395,-0.20<x<=-0.10,60<=LD<70
202.01_10,202.01,202.01,1.246383451509764,94.40186587765923,-0.056,3404.1373,2.51,66.84491978609627,True,B_main_x>-0.20,False,False,True,True,True,True,5.8359915,7.273883228751646,0.4657326797354334,収束 (|dq_ratio|<1%)  (f_solver=0),1.255751346830668,-0.009367895320903985,-0.10<x<=0,60<=LD<70
203.01_10,203.01,203.01,1.1830251235337732,76.56717653219835,-0.061,3458.3865,2.55,66.84491978609627,True,B_main_x>-0.20,False,False,True,True,True,True,4.7634309,5.635258428917092,0.1142740492979284,収束 (|dq_ratio|<1%)  (f_solver=0),1.0634787189716035,0.1195464045621697,-0.10<x<=0,60<=LD<70
204.01_10,204.01,204.01,1.5158593908629203,107.79264087372076,-0.128,3471.9488,2.56,66.84491978609627,True,B_main_x>-0.20,False,False,True,True,True,True,5.7413538,8.703085073996514,0.4298431743946722,収束 (|dq_ratio|<1%)  (f_solver=0),1.38419371247557,0.13166567838735022,-0.20<x<=-0.10,60<=LD<70
205.01_10,205.01,205.01,2.0745127624661843,162.25628229717415,-0.284,3594.0095,2.65,66.84491978609627,True,B_deep_x<=-0.20,False,True,True,True,False,True,6.940098,14.397321873766042,-0.2672118633887431,収束 (|dq_ratio|<1%)  (f_solver=0),1.7658841546767183,0.308628607789466,x<=-0.20,60<=LD<70
206.01_10,206.01,206.01,1.5944573105871214,128.8193242292905,-0.148,3594.0095,2.65,66.84491978609627,True,B_main_x>-0.20,False,False,True,True,True,True,6.940098,11.06568999229106,0.0797185592939539,収束 (|dq_ratio|<1%)  (f_solver=0),1.5583229297926324,0.03613438079448894,-0.20<x<=-0.10,60<=LD<70
207.01_10,207.01,207.01,1.84831057414112,132.74047859555014,-0.216,3607.5718,2.66,66.84491978609627,True,B_deep_x<=-0.20,False,True,True,True,False,True,6.2145423,11.486404246537276,-0.0505423161572815,収束 (|dq_ratio|<1%)  (f_solver=0),1.5870705160866523,0.2612400580544678,x<=-0.20,60<=LD<70
208.01_10,208.01,208.01,1.340216247536809,101.6168218410382,-0.085,3607.5718,2.66,66.84491978609627,True,B_main_x>-0.20,False,False,True,True,True,True,6.2145423,8.328830561464768,-0.2532619080946829,収束 (|dq_ratio|<1%)  (f_solver=0),1.3266527946136748,0.0135634529231341,-0.10<x<=0,60<=LD<70
209.01_10,209.01,209.01,2.2099410980435703,194.2074052316925,-0.334,3648.2587,2.69,66.84491978609627,True,B_deep_x<=-0.20,True,True,True,True,False,True,8.170388099999998,18.05607644915612,0.6965847198008253,収束 (|dq_ratio|<1%)  (f_solver=0),1.8846709107590451,0.32527018728452517,x<=-0.20,60<=LD<70
21.01_10,21.01,21.01,1.09515482640457,81.01614510562172,-0.012,3919.5047,2.89,80.0,True,B_main_x>-0.20,False,False,True,True,True,True,5.425894799999999,5.942194877783458,-0.3037566195963467,収束 (|dq_ratio|<1%)  (f_solver=0),1.1137098408279529,-0.01855501442338281,-0.10<x<=0,80<=LD<120
210.01_10,210.01,210.01,2.17241176700994,189.0155585984569,-0.329,3648.2587,2.69,66.84491978609627,True,B_deep_x<=-0.20,False,True,True,True,False,True,7.949566799999999,17.26973245895155,-0.7233208980591322,収束 (|dq_ratio|<1%)  (f_solver=0),1.8706588706171938,0.30175289639274605,x<=-0.20,60<=LD<70
213.01_10,213.01,213.01,2.4704383105441856,250.73285002387016,-0.457,3783.8817,2.79,66.84491978609627,True,B_deep_x<=-0.20,True,True,True,True,False,True,9.9685044,24.62657516858828,0.0077785423451693,収束 (|dq_ratio|<1%)  (f_solver=0),1.9043899581931694,0.5660483523510162,x<=-0.20,60<=LD<70
22.01_10,22.01,22.01,1.6518383942438954,309.87294321097545,-0.071,2264.9041,1.6700000000000002,365.33333333333326,False,B_main_x>-0.20,False,False,True,True,True,False,2.11672989,3.4964957025456576,0.0014149943996684,収束 (|dq_ratio|<1%)  (f_solver=0),1.6645573169201722,-0.012718922676276723,-0.10<x<=0,LD>=120
23.01_10,23.01,23.01,1.68347241906529,311.55670341994664,-0.083,2292.0287,1.69,365.33333333333326,False,B_main_x>-0.20,False,False,True,True,True,False,2.13250284,3.5900097147184007,0.9216566173836392,収束 (|dq_ratio|<1%)  (f_solver=0),1.6538295524925823,0.02964286657270776,-0.10<x<=0,LD>=120
24.01_10,24.01,24.01,1.62968253543007,309.367819356026,-0.047,2603.9616,1.92,365.33333333333326,False,B_main_x>-0.20,False,False,True,True,True,False,2.47635315,4.035669480112241,0.9900037004756131,収束 (|dq_ratio|<1%)  (f_solver=0),1.6677335194440515,-0.03805098401398155,-0.10<x<=0,LD>=120
25.01_10,25.01,25.01,1.6320250904151847,310.99544826522856,-0.062,2698.8977,1.99,365.33333333333326,False,B_main_x>-0.20,False,False,True,True,True,False,2.54890872,4.159882984218053,-0.0081433929829587,収束 (|dq_ratio|<1%)  (f_solver=0),1.6574294740140854,-0.025404383598900626,-0.10<x<=0,LD>=120
26.01_10,26.01,26.01,1.6074446694915856,310.99544826522856,-0.05,3173.5782,2.34,365.33333333333326,False,B_main_x>-0.20,False,False,True,True,True,False,3.02525181,4.862924895854271,-0.0988220267941398,収束 (|dq_ratio|<1%)  (f_solver=0),1.6574294740140854,-0.04998480452249976,-0.10<x<=0,LD>=120
260.01_10,260.01,260.01,1.7250639555228344,278.4638364927875,-0.131,1301.9808,0.96,108.84955752212387,False,B_main_x>-0.20,False,False,True,True,True,False,3.5015949,6.040475148832583,0.1647981136938141,収束 (|dq_ratio|<1%)  (f_solver=0),1.8250968114319668,-0.10003285590913236,-0.20<x<=-0.10,80<=LD<120
262.01_10,262.01,262.01,1.1830381473422555,94.40186587765923,0.001,1312.83064,0.968,108.84955752212387,False,B_main_x>-0.20,False,False,True,True,True,False,1.56783123,1.8548041536845297,-0.7763820999579836,収束 (|dq_ratio|<1%)  (f_solver=0),1.255751346830668,-0.07271319948841248,0<x<=0.05,80<=LD<120
263.01_10,263.01,263.01,1.6924978104945447,264.47096473819806,-0.117,1315.5431,0.97,108.84955752212387,False,B_main_x>-0.20,False,False,True,True,True,False,3.4069572000000004,5.766267601448625,-0.0451006669656575,収束 (|dq_ratio|<1%)  (f_solver=0),1.8724273428803468,-0.17992953238580212,-0.20<x<=-0.10,80<=LD<120
264.01_10,264.01,264.01,1.715169706353885,266.1486378949107,-0.134,1315.5431,0.97,108.84955752212387,False,B_main_x>-0.20,False,False,True,True,True,False,3.3754113,5.789403208244586,-0.311813369423032,収束 (|dq_ratio|<1%)  (f_solver=0),1.867539358139966,-0.15236965178608086,-0.20<x<=-0.10,80<=LD<120
265.01_10,265.01,265.01,1.7332488524259528,279.02406714057867,-0.144,1315.5431,0.97,108.84955752212387,False,B_main_x>-0.20,False,False,True,True,True,False,3.5015949,6.069135342085569,-0.5740898018250052,収束 (|dq_ratio|<1%)  (f_solver=0),1.8228914011478472,-0.08964254872189437,-0.20<x<=-0.10,80<=LD<120
266.01_10,266.01,266.01,1.5673151105618537,253.96863603375004,-0.038,1315.5431,0.97,108.84955752212387,False,B_main_x>-0.20,False,False,True,True,True,False,3.5331408,5.537544963582596,0.1904866406297396,収束 (|dq_ratio|<1%)  (f_solver=0),1.898155669837697,-0.3308405592758432,-0.10<x<=0,80<=LD<120
