row_No_M,key,TableNo,ExptNo,tmA_No_TableNo,tmB_P_Pa,tmN_G_kg_m2s,tmQ_DH_m,tmR_L_DNB_m,tmBR_L_m,tmT_Tin_K,tmBE_qM_W_m2,tmBH_x_Mes,seed_tmS_q_in_W_m2,seed_tmX_f,seed_tmAC_Tw,seed_tmAG_y_star,seed_tmAP_UB,const_tmV_fbeta,const_tmBG_Fform,const_tmBI_Acorr,const_tmBJ_sigcorr,const_tmBK_Fcorr,const_tmBQ_F2,QA_Pressure_MPa,QA_Hsub_kJ_kg,QA_Tsat_K_IF97,QA_hf_sat_kJ_kg,QA_h_in_kJ_kg,QA_Tsub_K,QA_IF97_region,QA_Tin_lt_Tsat,prov_D_mm,prov_L_mm,prov_qCHF_MW_m2
203,T10_489.01,10,489.01,489.01_10,13789514.586336,2454.7763,0.0077724,0.5905499999999999,0.5905499999999999,564.4099199843652,2542599.54,0.041,2542599.54,0.01,600.0,1e-05,1.0,0.03,1,0.046,5625,1,1,13.789514586336,270.7464,608.6241187356576,1562.6001257440564,1291.8537257440564,44.21419875129243,1,True,7.772399999999999,590.55,2.54259954
204,T10_493.01,10,493.01,493.01_10,13789514.586336,2888.7699,0.0077724,0.5905499999999999,0.5905499999999999,575.0199759988074,2526826.59,0.049,2526826.59,0.01,600.0,1e-05,1.0,0.03,1,0.046,5625,1,1,13.789514586336,213.0616,608.6241187356576,1562.6001257440564,1349.5385257440564,33.604142736850235,1,True,7.772399999999999,590.55,2.5268265899999998
205,T10_496.01,10,496.01,496.01_10,13789514.586336,2997.2683,0.0077724,0.5905499999999999,0.5905499999999999,573.3432019087062,2586763.7999999993,0.037,2586763.7999999993,0.01,600.0,1e-05,1.0,0.03,1,0.046,5625,1,1,13.789514586336,222.3656,608.6241187356576,1562.6001257440564,1340.2345257440563,35.2809168269514,1,True,7.772399999999999,590.55,2.5867637999999995
206,T10_497.01,10,497.01,497.01_10,13789514.586336,3051.5175,0.0077724,0.5905499999999999,0.5905499999999999,573.3432019087062,2602536.7499999995,0.034,2602536.7499999995,0.01,600.0,1e-05,1.0,0.03,1,0.046,5625,1,1,13.789514586336,222.3656,608.6241187356576,1562.6001257440564,1340.2345257440563,35.2809168269514,1,True,7.772399999999999,590.55,2.6025367499999996
207,T10_498.01,10,498.01,498.01_10,13789514.586336,3051.5175,0.0077724,0.5905499999999999,0.5905499999999999,572.7952726635375,2618309.6999999997,0.033,2618309.6999999997,0.01,600.0,1e-05,1.0,0.03,1,0.046,5625,1,1,13.789514586336,225.38940000000002,608.6241187356576,1562.6001257440564,1337.2107257440564,35.828846072120086,1,True,7.772399999999999,590.55,2.6183096999999997
208,T10_5.01,10,5.01,5.01_10,13789514.586336,2386.9648,0.0019049999999999998,0.15239999999999998,0.15239999999999998,464.76722211959407,5110435.800000001,-0.053,5110435.800000001,0.01,600.0,1e-05,1.0,0.03,1,0.046,5625,1,1,13.789514586336,741.994,608.6241187356576,1562.6001257440564,820.6061257440564,143.85689661606352,1,True,1.9049999999999998,152.39999999999998,5.1104358
209,T10_6.01,10,6.01,6.01_10,13789514.586336,2400.5271000000002,0.0019049999999999998,0.15239999999999998,0.15239999999999998,464.76722211959407,5110435.800000001,-0.056,5110435.800000001,0.01,600.0,1e-05,1.0,0.03,1,0.046,5625,1,1,13.789514586336,741.994,608.6241187356576,1562.6001257440564,820.6061257440564,143.85689661606352,1,True,1.9049999999999998,152.39999999999998,5.1104358
210,T10_7.01,10,7.01,7.01_10,13789514.586336,2427.6517,0.0019049999999999998,0.15239999999999998,0.15239999999999998,485.3156575618603,4637247.3,-0.037,4637247.3,0.01,600.0,1e-05,1.0,0.03,1,0.046,5625,1,1,13.789514586336,650.8148,608.6241187356576,1562.6001257440564,911.7853257440564,123.3084611737973,1,True,1.9049999999999998,152.39999999999998,4.637247299999999
211,T10_8.01,10,8.01,8.01_10,13789514.586336,2427.6517,0.0019049999999999998,0.15239999999999998,0.15239999999999998,487.5426894127337,4574155.5,-0.035,4574155.5,0.01,600.0,1e-05,1.0,0.03,1,0.046,5625,1,1,13.789514586336,640.813,608.6241187356576,1562.6001257440564,921.7871257440564,121.0814293229239,1,True,1.9049999999999998,152.39999999999998,4.5741555
212,T10_80.01,10,80.01,80.01_10,13789514.586336,4136.501499999999,0.004571999999999999,0.29527499999999995,0.29527499999999995,587.1964312998762,3123044.0999999996,0.048,3123044.0999999996,0.01,600.0,1e-05,1.0,0.03,1,0.046,5625,1,1,13.789514586336,142.8164,608.6241187356576,1562.6001257440564,1419.7837257440565,21.427687435781422,1,True,4.571999999999999,295.275,3.1230440999999995
213,T10_81.01,10,81.01,81.01_10,13789514.586336,4204.313,0.004571999999999999,0.29527499999999995,0.29527499999999995,587.7384809850786,3154590.0,0.05,3154590.0,0.01,600.0,1e-05,1.0,0.03,1,0.046,5625,1,1,13.789514586336,139.56,608.6241187356576,1562.6001257440564,1423.0401257440565,20.885637750579008,1,True,4.571999999999999,295.275,3.15459
214,T10_82.01,10,82.01,82.01_10,13789514.586336,4367.060600000001,0.004571999999999999,0.29527499999999995,0.29527499999999995,578.2897955011565,3627778.4999999995,0.018,3627778.4999999995,0.01,600.0,1e-05,1.0,0.03,1,0.046,5625,1,1,13.789514586336,194.6862,608.6241187356576,1562.6001257440564,1367.9139257440563,30.334323234501085,1,True,4.571999999999999,295.275,3.6277784999999994
215,T10_83.01,10,83.01,83.01_10,13789514.586336,4367.060600000001,0.004571999999999999,0.29527499999999995,0.29527499999999995,577.7556287367692,3659324.3999999994,0.017,3659324.3999999994,0.01,600.0,1e-05,1.0,0.03,1,0.046,5625,1,1,13.789514586336,197.71,608.6241187356576,1562.6001257440564,1364.8901257440564,30.868489998888435,1,True,4.571999999999999,295.275,3.6593243999999996
216,T10_84.01,10,84.01,84.01_10,13789514.586336,4475.559,0.004571999999999999,0.29527499999999995,0.29527499999999995,581.1387509156473,3627778.4999999995,0.029,3627778.4999999995,0.01,600.0,1e-05,1.0,0.03,1,0.046,5625,1,1,13.789514586336,178.4042,608.6241187356576,1562.6001257440564,1384.1959257440565,27.48536782001031,1,True,4.571999999999999,295.275,3.6277784999999994
217,T10_85.01,10,85.01,85.01_10,13789514.586336,4855.3034,0.004571999999999999,0.29527499999999995,0.29527499999999995,581.7028894881837,3596232.5999999996,0.015,3596232.5999999996,0.01,600.0,1e-05,1.0,0.03,1,0.046,5625,1,1,13.789514586336,175.1478,608.6241187356576,1562.6001257440564,1387.4523257440565,26.92122924747389,1,True,4.571999999999999,295.275,3.5962325999999996
218,T10_86.01,10,86.01,86.01_10,13789514.586336,4855.3034,0.004571999999999999,0.29527499999999995,0.29527499999999995,581.1387509156473,3596232.5999999996,0.012,3596232.5999999996,0.01,600.0,1e-05,1.0,0.03,1,0.046,5625,1,1,13.789514586336,178.4042,608.6241187356576,1562.6001257440564,1384.1959257440565,27.48536782001031,1,True,4.571999999999999,295.275,3.5962325999999996
219,T10_87.01,10,87.01,87.01_10,13789514.586336,4977.3641,0.004571999999999999,0.29527499999999995,0.29527499999999995,583.3438614265851,3627778.4999999995,0.021,3627778.4999999995,0.01,600.0,1e-05,1.0,0.03,1,0.046,5625,1,1,13.789514586336,165.61120000000003,608.6241187356576,1562.6001257440564,1396.9889257440564,25.280257309072454,1,True,4.571999999999999,295.275,3.6277784999999994
220,T10_9.01,10,9.01,9.01_10,13789514.586336,2441.214,0.0019049999999999998,0.15239999999999998,0.15239999999999998,500.2688889860072,4037875.2,-0.05,4037875.2,0.01,600.0,1e-05,1.0,0.03,1,0.046,5625,1,1,13.789514586336,583.1282,608.6241187356576,1562.6001257440564,979.4719257440564,108.35522974965039,1,True,1.9049999999999998,152.39999999999998,4.0378752
221,T11_1.01,11,1.01,1.01_11,15513203.909628,2034.345,0.0019049999999999998,0.15239999999999998,0.15239999999999998,532.5132067186937,3059952.2999999993,-0.019,3059952.2999999993,0.01,600.0,1e-05,1.0,0.03,1,0.046,5625,1,1,15.513203909628,499.62480000000005,618.0101549752732,1630.3718779694007,1130.7470779694006,85.49694825657946,1,True,1.9049999999999998,152.39999999999998,3.0599522999999995
222,T11_10.01,11,10.01,10.01_11,15513203.909628,2319.1533,0.0019049999999999998,0.15239999999999998,0.15239999999999998,500.8939400430057,4447971.899999999,-0.035,4447971.899999999,0.01,600.0,1e-05,1.0,0.03,1,0.046,5625,1,1,15.513203909628,647.5584,618.0101549752732,1630.3718779694007,982.8134779694007,117.11621493226744,1,True,1.9049999999999998,152.39999999999998,4.4479719
223,T11_11.01,11,11.01,11.01_11,15513203.909628,2875.2076,0.0019049999999999998,0.15239999999999998,0.15239999999999998,511.31829053054565,5394348.899999999,0.001,5394348.899999999,0.01,600.0,1e-05,1.0,0.03,1,0.046,5625,1,1,15.513203909628,599.6428000000001,618.0101549752732,1630.3718779694007,1030.7290779694006,106.69186444472751,1,True,1.9049999999999998,152.39999999999998,5.3943489
224,T11_12.01,11,12.01,12.01_11,15513203.909628,2929.4568000000004,0.0019049999999999998,0.15239999999999998,0.15239999999999998,540.887072963182,4164058.8000000003,-0.004,4164058.8000000003,0.01,600.0,1e-05,1.0,0.03,1,0.046,5625,1,1,15.513203909628,458.91980000000007,618.0101549752732,1630.3718779694007,1171.4520779694005,77.12308201209112,1,True,1.9049999999999998,152.39999999999998,4.1640588
225,T11_13.01,11,13.01,13.01_11,15513203.909628,2956.5814,0.0019049999999999998,0.15239999999999998,0.15239999999999998,544.801264914924,4164058.8000000003,0.011,4164058.8000000003,0.01,600.0,1e-05,1.0,0.03,1,0.046,5625,1,1,15.513203909628,439.61400000000003,618.0101549752732,1630.3718779694007,1190.7578779694006,73.20889006034918,1,True,1.9049999999999998,152.39999999999998,4.1640588
226,T11_14.01,11,14.01,14.01_11,15513203.909628,2983.706,0.0019049999999999998,0.15239999999999998,0.15239999999999998,506.78358716530295,5520532.5,-0.03,5520532.5,0.01,600.0,1e-05,1.0,0.03,1,0.046,5625,1,1,15.513203909628,620.5768,618.0101549752732,1630.3718779694007,1009.7950779694006,111.22656780997022,1,True,1.9049999999999998,152.39999999999998,5.5205325
227,T11_15.01,11,15.01,15.01_11,15513203.909628,2997.2683,0.0019049999999999998,0.15239999999999998,0.15239999999999998,505.315818150935,5520532.5,-0.039,5520532.5,0.01,600.0,1e-05,1.0,0.03,1,0.046,5625,1,1,15.513203909628,627.3222,618.0101549752732,1630.3718779694007,1003.0496779694007,112.69433682433817,1,True,1.9049999999999998,152.39999999999998,5.5205325
228,T11_16.01,11,16.01,16.01_11,15513203.909628,3024.3929,0.0019049999999999998,0.15239999999999998,0.15239999999999998,464.11830000844355,6561547.199999999,-0.122,6561547.199999999,0.01,600.0,1e-05,1.0,0.03,1,0.046,5625,1,1,15.513203909628,811.774,618.0101549752732,1630.3718779694007,818.5978779694007,153.8918549668296,1,True,1.9049999999999998,152.39999999999998,6.5615472
229,T11_17.01,11,17.01,17.01_11,15513203.909628,3024.3929,0.0019049999999999998,0.15239999999999998,0.15239999999999998,465.2320892362666,6593093.099999999,-0.113,6593093.099999999,0.01,600.0,1e-05,1.0,0.03,1,0.046,5625,1,1,15.513203909628,806.8894,618.0101549752732,1630.3718779694007,823.4824779694006,152.7780657390066,1,True,1.9049999999999998,152.39999999999998,6.593093099999999
230,T11_18.01,11,18.01,18.01_11,15513203.909628,3553.3226,0.0019049999999999998,0.15239999999999998,0.15239999999999998,548.6297705292452,4700339.1,0.003,4700339.1,0.01,600.0,1e-05,1.0,0.03,1,0.046,5625,1,1,15.513203909628,420.54080000000005,618.0101549752732,1630.3718779694007,1209.8310779694007,69.38038444602796,1,True,1.9049999999999998,152.39999999999998,4.7003391
231,T11_19.01,11,19.01,19.01_11,15513203.909628,3675.3833,0.0019049999999999998,0.15239999999999998,0.15239999999999998,541.4553406561186,5078889.9,-0.014,5078889.9,0.01,600.0,1e-05,1.0,0.03,1,0.046,5625,1,1,15.513203909628,456.1286,618.0101549752732,1630.3718779694007,1174.2432779694007,76.55481431915462,1,True,1.9049999999999998,152.39999999999998,5.0788899
232,T11_2.01,11,2.01,2.01_11,15513203.909628,2061.4696,0.0019049999999999998,0.15239999999999998,0.15239999999999998,528.0490278631363,3217681.8,-0.022,3217681.8,0.01,600.0,1e-05,1.0,0.03,1,0.046,5625,1,1,15.513203909628,521.024,618.0101549752732,1630.3718779694007,1109.3478779694005,89.96112711213686,1,True,1.9049999999999998,152.39999999999998,3.2176818
233,T11_20.01,11,20.01,20.01_11,15513203.909628,3743.1947999999998,0.0019049999999999998,0.15239999999999998,0.15239999999999998,536.9831719925668,5552078.4,-0.003,5552078.4,0.01,600.0,1e-05,1.0,0.03,1,0.046,5625,1,1,15.513203909628,477.993,618.0101549752732,1630.3718779694007,1152.3788779694007,81.02698298270639,1,True,1.9049999999999998,152.39999999999998,5.5520784
234,T11_21.01,11,21.01,21.01_11,15513203.909628,3811.0063,0.0019049999999999998,0.15239999999999998,0.15239999999999998,541.4553406561186,5236619.399999999,-0.017,5236619.399999999,0.01,600.0,1e-05,1.0,0.03,1,0.046,5625,1,1,15.513203909628,456.1286,618.0101549752732,1630.3718779694007,1174.2432779694007,76.55481431915462,1,True,1.9049999999999998,152.39999999999998,5.2366193999999995
235,T11_22.01,11,22.01,22.01_11,15513203.909628,2102.1565,0.0019049999999999998,0.6959599999999999,0.6959599999999999,299.28719429628484,2082029.4000000001,-0.061,2082029.4000000001,0.01,600.0,1e-05,1.0,0.03,1,0.046,5625,1,1,15.513203909628,1506.5502000000001,618.0101549752732,1630.3718779694007,123.82167796940053,318.72296067898833,1,True,1.9049999999999998,695.9599999999999,2.0820294
236,T11_23.01,11,23.01,23.01_11,15513203.909628,2197.0926,0.0019049999999999998,0.6959599999999999,0.6959599999999999,297.60162944705843,2145121.2,-0.09,2145121.2,0.01,600.0,1e-05,1.0,0.03,1,0.046,5625,1,1,15.513203909628,1513.5282000000002,618.0101549752732,1630.3718779694007,116.84367796940046,320.40852552821474,1,True,1.9049999999999998,695.9599999999999,2.1451212
237,T11_24.01,11,24.01,24.01_11,15513203.909628,2454.7763,0.0019049999999999998,0.6959599999999999,0.6959599999999999,297.60162944705843,2492126.1,-0.031,2492126.1,0.01,600.0,1e-05,1.0,0.03,1,0.046,5625,1,1,15.513203909628,1513.5282000000002,618.0101549752732,1630.3718779694007,116.84367796940046,320.40852552821474,1,True,1.9049999999999998,695.9599999999999,2.4921261
238,T11_25.01,11,25.01,25.01_11,15513203.909628,2495.4632,0.0019049999999999998,0.6959599999999999,0.6959599999999999,299.28719429628484,2429034.3000000003,-0.087,2429034.3000000003,0.01,600.0,1e-05,1.0,0.03,1,0.046,5625,1,1,15.513203909628,1506.5502000000001,618.0101549752732,1630.3718779694007,123.82167796940053,318.72296067898833,1,True,1.9049999999999998,695.9599999999999,2.4290343
239,T11_26.01,11,26.01,26.01_11,15513203.909628,3065.0798,0.0019049999999999998,0.6959599999999999,0.6959599999999999,297.60162944705843,2996860.4999999995,-0.088,2996860.4999999995,0.01,600.0,1e-05,1.0,0.03,1,0.046,5625,1,1,15.513203909628,1513.5282000000002,618.0101549752732,1630.3718779694007,116.84367796940046,320.40852552821474,1,True,1.9049999999999998,695.9599999999999,2.9968604999999995
240,T11_27.01,11,27.01,27.01_11,15513203.909628,3173.5782,0.0019049999999999998,0.6959599999999999,0.6959599999999999,297.0397619341551,3091498.1999999997,-0.096,3091498.1999999997,0.01,600.0,1e-05,1.0,0.03,1,0.046,5625,1,1,15.513203909628,1515.8542000000002,618.0101549752732,1630.3718779694007,114.51767796940044,320.9703930411181,1,True,1.9049999999999998,695.9599999999999,3.0914981999999998
241,T11_28.01,11,28.01,28.01_11,15513203.909628,3688.9456000000005,0.0019049999999999998,0.6959599999999999,0.6959599999999999,299.7928511675917,3523677.0299999993,-0.044,3523677.0299999993,0.01,600.0,1e-05,1.0,0.03,1,0.046,5625,1,1,15.513203909628,1504.4568,618.0101549752732,1630.3718779694007,125.91507796940073,318.21730380768145,1,True,1.9049999999999998,695.9599999999999,3.5236770299999995
242,T11_29.01,11,29.01,29.01_11,15513203.909628,3743.1947999999998,0.0019049999999999998,0.6959599999999999,0.6959599999999999,299.7928511675917,3722416.1999999997,-0.06,3722416.1999999997,0.01,600.0,1e-05,1.0,0.03,1,0.046,5625,1,1,15.513203909628,1504.4568,618.0101549752732,1630.3718779694007,125.91507796940073,318.21730380768145,1,True,1.9049999999999998,695.9599999999999,3.7224161999999996
243,T11_3.01,11,3.01,3.01_11,15513203.909628,2115.7188,0.0019049999999999998,0.15239999999999998,0.15239999999999998,514.6733760630729,3722416.1999999997,-0.022,3722416.1999999997,0.01,600.0,1e-05,1.0,0.03,1,0.046,5625,1,1,15.513203909628,584.0586,618.0101549752732,1630.3718779694007,1046.3132779694006,103.33677891220032,1,True,1.9049999999999998,152.39999999999998,3.7224161999999996
244,T11_30.01,11,30.01,30.01_11,15513203.909628,3878.8178,0.0019049999999999998,0.6959599999999999,0.6959599999999999,300.3546845121688,3753962.0999999996,-0.105,3753962.0999999996,0.01,600.0,1e-05,1.0,0.03,1,0.046,5625,1,1,15.513203909628,1502.1308,618.0101549752732,1630.3718779694007,128.24107796940075,317.6554704631044,1,True,1.9049999999999998,695.9599999999999,3.7539620999999994
245,T11_4.01,11,4.01,4.01_11,15513203.909628,2156.4057000000003,0.0019049999999999998,0.15239999999999998,0.15239999999999998,513.5737058089013,3785507.9999999995,-0.028,3785507.9999999995,0.01,600.0,1e-05,1.0,0.03,1,0.046,5625,1,1,15.513203909628,589.1758000000001,618.0101549752732,1630.3718779694007,1041.1960779694004,104.43644916637186,1,True,1.9049999999999998,152.39999999999998,3.7855079999999997
246,T11_5.01,11,5.01,5.01_11,15513203.909628,2251.3418,0.0019049999999999998,0.15239999999999998,0.15239999999999998,475.2063085776814,4889614.499999999,-0.071,4889614.499999999,0.01,600.0,1e-05,1.0,0.03,1,0.046,5625,1,1,15.513203909628,762.928,618.0101549752732,1630.3718779694007,867.4438779694007,142.80384639759177,1,True,1.9049999999999998,152.39999999999998,4.8896144999999995
247,T11_6.01,11,6.01,6.01_11,15513203.909628,2264.9040999999997,0.0019049999999999998,0.15239999999999998,0.15239999999999998,472.47130067239215,5015798.1,-0.069,5015798.1,0.01,600.0,1e-05,1.0,0.03,1,0.046,5625,1,1,15.513203909628,775.0232,618.0101549752732,1630.3718779694007,855.3486779694007,145.53885430288102,1,True,1.9049999999999998,152.39999999999998,5.0157981
248,T11_7.01,11,7.01,7.01_11,15513203.909628,2305.591,0.0019049999999999998,0.15239999999999998,0.15239999999999998,497.2140810025003,4416425.999999999,-0.053,4416425.999999999,0.01,600.0,1e-05,1.0,0.03,1,0.046,5625,1,1,15.513203909628,664.3056,618.0101549752732,1630.3718779694007,966.0662779694006,120.79607397277289,1,True,1.9049999999999998,152.39999999999998,4.4164259999999995
249,T11_8.01,11,8.01,8.01_11,15513203.909628,2319.1533,0.0019049999999999998,0.15239999999999998,0.15239999999999998,515.0228557552412,3848599.8,-0.053,3848599.8,0.01,600.0,1e-05,1.0,0.03,1,0.046,5625,1,1,15.513203909628,582.4304000000001,618.0101549752732,1630.3718779694007,1047.9414779694007,102.98729922003201,1,True,1.9049999999999998,152.39999999999998,3.8485997999999997
250,T11_9.01,11,9.01,9.01_11,15513203.909628,2319.1533,0.0019049999999999998,0.15239999999999998,0.15239999999999998,513.223397961409,3911691.5999999996,-0.053,3911691.5999999996,0.01,600.0,1e-05,1.0,0.03,1,0.046,5625,1,1,15.513203909628,590.804,618.0101549752732,1630.3718779694007,1039.5678779694008,104.78675701386419,1,True,1.9049999999999998,152.39999999999998,3.9116915999999997
251,T12_1.01,12,1.01,1.01_12,17236893.23292,1939.4089,0.0019049999999999998,0.15239999999999998,0.15239999999999998,544.4132903288727,2839131.0,-0.051,2839131.0,0.01,600.0,1e-05,1.0,0.03,1,0.046,5625,1,1,17.23689323292,511.25480000000005,626.5772358379561,1699.7986465973565,1188.5438465973566,82.16394550908342,1,True,1.9049999999999998,152.39999999999998,2.839131
252,T12_10.01,12,10.01,10.01_12,17236893.23292,2210.6549,0.0019049999999999998,0.15239999999999998,0.15239999999999998,523.2372459000802,3785507.9999999995,-0.078,3785507.9999999995,0.01,600.0,1e-05,1.0,0.03,1,0.046,5625,1,1,17.23689323292,613.1336000000001,626.5772358379561,1699.7986465973565,1086.6650465973564,103.33998993787588,1,True,1.9049999999999998,152.39999999999998,3.7855079999999997
253,T12_11.01,12,11.01,11.01_12,17236893.23292,2766.7092000000002,0.0019049999999999998,0.15239999999999998,0.15239999999999998,519.3225322878825,4952706.3,-0.07,4952706.3,0.01,600.0,1e-05,1.0,0.03,1,0.046,5625,1,1,17.23689323292,631.509,626.5772358379561,1699.7986465973565,1068.2896465973565,107.2547035500736,1,True,1.9049999999999998,152.39999999999998,4.9527063
254,T12_12.01,12,12.01,12.01_12,17236893.23292,2820.9584,0.0019049999999999998,0.15239999999999998,0.15239999999999998,551.0632053585953,4132512.9,-0.011,4132512.9,0.01,600.0,1e-05,1.0,0.03,1,0.046,5625,1,1,17.23689323292,478.2256,626.5772358379561,1699.7986465973565,1221.5730465973566,75.51403047936083,1,True,1.9049999999999998,152.39999999999998,4.1325129
255,T12_13.01,12,13.01,13.01_12,17236893.23292,2848.083,0.0019049999999999998,0.15239999999999998,0.15239999999999998,474.90150181793456,6056812.8,-0.182,6056812.8,0.01,600.0,1e-05,1.0,0.03,1,0.046,5625,1,1,17.23689323292,832.9406000000001,626.5772358379561,1699.7986465973565,866.8580465973564,151.67573402002154,1,True,1.9049999999999998,152.39999999999998,6.056812799999999
256,T12_14.01,12,14.01,14.01_12,17236893.23292,2848.083,0.0019049999999999998,0.15239999999999998,0.15239999999999998,551.5734704731051,4195604.699999999,-0.005,4195604.699999999,0.01,600.0,1e-05,1.0,0.03,1,0.046,5625,1,1,17.23689323292,475.66700000000003,626.5772358379561,1699.7986465973565,1224.1316465973564,75.003765364851,1,True,1.9049999999999998,152.39999999999998,4.1956047
257,T12_15.01,12,15.01,15.01_12,17236893.23292,2875.2076,0.0019049999999999998,0.15239999999999998,0.15239999999999998,509.85246639584597,5078889.9,-0.131,5078889.9,0.01,600.0,1e-05,1.0,0.03,1,0.046,5625,1,1,17.23689323292,675.4703999999999,626.5772358379561,1699.7986465973565,1024.3282465973566,116.72476944211013,1,True,1.9049999999999998,152.39999999999998,5.0788899
258,T12_16.01,12,16.01,16.01_12,17236893.23292,2888.7699,0.0019049999999999998,0.15239999999999998,0.15239999999999998,475.42780102414196,5993720.999999999,-0.199,5993720.999999999,0.01,600.0,1e-05,1.0,0.03,1,0.046,5625,1,1,17.23689323292,830.6146000000001,626.5772358379561,1699.7986465973565,869.1840465973564,151.14943481381414,1,True,1.9049999999999998,152.39999999999998,5.993720999999999
259,T12_17.01,12,17.01,17.01_12,17236893.23292,2888.7699,0.0019049999999999998,0.15239999999999998,0.15239999999999998,509.85246639584597,5078889.9,-0.135,5078889.9,0.01,600.0,1e-05,1.0,0.03,1,0.046,5625,1,1,17.23689323292,675.4703999999999,626.5772358379561,1699.7986465973565,1024.3282465973566,116.72476944211013,1,True,1.9049999999999998,152.39999999999998,5.0788899
260,T12_18.01,12,18.01,18.01_12,17236893.23292,3444.8242,0.0019049999999999998,0.15239999999999998,0.15239999999999998,554.3899276874023,4921160.399999999,-0.005,4921160.399999999,0.01,600.0,1e-05,1.0,0.03,1,0.046,5625,1,1,17.23689323292,461.4784,626.5772358379561,1699.7986465973565,1238.3202465973566,72.1873081505538,1,True,1.9049999999999998,152.39999999999998,4.9211604
261,T12_19.01,12,19.01,19.01_12,17236893.23292,3580.4472,0.0019049999999999998,0.15239999999999998,0.15239999999999998,542.7094613155706,5394348.899999999,-0.045,5394348.899999999,0.01,600.0,1e-05,1.0,0.03,1,0.046,5625,1,1,17.23689323292,519.6284,626.5772358379561,1699.7986465973565,1180.1702465973565,83.8677745223855,1,True,1.9049999999999998,152.39999999999998,5.3943489
262,T12_2.01,12,2.01,2.01_12,17236893.23292,1952.9712,0.0019049999999999998,0.15239999999999998,0.15239999999999998,541.0462606957865,3059952.2999999993,-0.031,3059952.2999999993,0.01,600.0,1e-05,1.0,0.03,1,0.046,5625,1,1,17.23689323292,527.7694,626.5772358379561,1699.7986465973565,1172.0292465973566,85.53097514216961,1,True,1.9049999999999998,152.39999999999998,3.0599522999999995
263,T12_20.01,12,20.01,20.01_12,17236893.23292,3607.5718,0.0019049999999999998,0.15239999999999998,0.15239999999999998,545.545229034003,4984252.2,-0.076,4984252.2,0.01,600.0,1e-05,1.0,0.03,1,0.046,5625,1,1,17.23689323292,505.67240000000004,626.5772358379561,1699.7986465973565,1194.1262465973564,81.0320068039531,1,True,1.9049999999999998,152.39999999999998,4.9842522
264,T12_21.01,12,21.01,21.01_12,17236893.23292,3621.1340999999998,0.0019049999999999998,0.15239999999999998,0.15239999999999998,552.869065736827,5110435.800000001,-0.021,5110435.800000001,0.01,600.0,1e-05,1.0,0.03,1,0.046,5625,1,1,17.23689323292,469.1542,626.5772358379561,1699.7986465973565,1230.6444465973566,73.7081701011291,1,True,1.9049999999999998,152.39999999999998,5.1104358
265,T12_22.01,12,22.01,22.01_12,17236893.23292,2088.5942,0.0019049999999999998,0.6959599999999999,0.6959599999999999,296.62837940072694,2113575.3,-0.127,2113575.3,0.01,600.0,1e-05,1.0,0.03,1,0.046,5625,1,1,17.23689323292,1585.4016000000001,626.5772358379561,1699.7986465973565,114.3970465973564,329.94885643722915,1,True,1.9049999999999998,695.9599999999999,2.1135753
266,T12_23.01,12,23.01,23.01_12,17236893.23292,2088.5942,0.0019049999999999998,0.6959599999999999,0.6959599999999999,299.38443485861785,2082029.4000000001,-0.14,2082029.4000000001,0.01,600.0,1e-05,1.0,0.03,1,0.046,5625,1,1,17.23689323292,1574.0042,626.5772358379561,1699.7986465973565,125.79444659735645,327.19280097933824,1,True,1.9049999999999998,695.9599999999999,2.0820294
267,T12_24.01,12,24.01,24.01_12,17236893.23292,2197.0926,0.0019049999999999998,0.6959599999999999,0.6959599999999999,298.8782400109069,2429034.3000000003,0.047,2429034.3000000003,0.01,600.0,1e-05,1.0,0.03,1,0.046,5625,1,1,17.23689323292,1576.0976,626.5772358379561,1699.7986465973565,123.70104659735648,327.6989958270492,1,True,1.9049999999999998,695.9599999999999,2.4290343
268,T12_25.01,12,25.01,25.01_12,17236893.23292,2414.0894,0.0019049999999999998,0.6959599999999999,0.6959599999999999,297.7533304417448,2492126.1,-0.086,2492126.1,0.01,600.0,1e-05,1.0,0.03,1,0.046,5625,1,1,17.23689323292,1580.7496,626.5772358379561,1699.7986465973565,119.04904659735644,328.8239053962113,1,True,1.9049999999999998,695.9599999999999,2.4921261
269,T12_26.01,12,26.01,26.01_12,17236893.23292,2983.706,0.0019049999999999998,0.6959599999999999,0.6959599999999999,298.31579063094466,3028406.4,-0.114,3028406.4,0.01,600.0,1e-05,1.0,0.03,1,0.046,5625,1,1,17.23689323292,1578.4236,626.5772358379561,1699.7986465973565,121.37504659735646,328.26144520701143,1,True,1.9049999999999998,695.9599999999999,3.0284063999999997
270,T12_27.01,12,27.01,27.01_12,17236893.23292,3051.5175,0.0019049999999999998,0.6959599999999999,0.6959599999999999,297.7533304417448,3028406.4,-0.156,3028406.4,0.01,600.0,1e-05,1.0,0.03,1,0.046,5625,1,1,17.23689323292,1580.7496,626.5772358379561,1699.7986465973565,119.04904659735644,328.8239053962113,1,True,1.9049999999999998,695.9599999999999,3.0284063999999997
